Teller,Lijsten,LijstIDs,LijstID,MainID,VraagID,Hierarchy,Recur,L_Inactief,V_Inactief,L_Herhaalbaar,V_Herhaalbaar,VTrigger,TreelayID,isTriggered,CHILDID,ONZZANTW,TYPE,STELLING,METADATA,KORTEOMS,STATOMSCHR,PROTOCOL,CONTROLID,NAAM,KEUZELIJST,CATEGORIE,VERVALLEN,BVT_TRIGG,BRON_PROTOCOL,BRON_REFER_PROTOCOL,VERSIE_PROTOCOL,DEFINITIE_PROTOCOL,VRIJE_CODE_PROTOCOL,LSTOBJPD,BEREKENING,HERHAALBAA,BVT_WIZAC,I_LijstID,ValidFrom_UTC_x,ValidTo_UTC_x
36,JAMAR (kind)(S);3.Gewrichtspijn;Rechts;,100000765010000076611000007630,1000007630,1000007650,1000028475,2000076069200007610220000760181000028475,3,1,0,0,0,,2000076018,,1000028475,0,V,Enkel,NULL,Enkel,Enkel,,0000000013,Afvinkhokje,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
37,JAMAR (kind)(S);3.Gewrichtspijn;Rechts;,100000765010000076611000007630,1000007630,1000007650,1000028476,2000076069200007610220000760191000028476,3,1,0,0,0,,2000076019,,1000028476,0,V,Tenen,NULL,Tenen,Tenen,,0000000013,Afvinkhokje,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
39,JAMAR (kind)(S);3.Gewrichtspijn;,10000076501000007661,1000007661,1000007650,1000028477,200007606920000761031000028477,2,0,1,0,0,,2000076103,,1000028477,1,V,Nek,NULL,Nek,Nek,,0000000013,Afvinkhokje,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
41,JAMAR (kind)(S);3.Gewrichtspijn;,10000076501000007661,1000007661,1000007650,1000028478,200007606920000761041000028478,2,0,1,0,0,,2000076104,,1000028478,1,V,Onderrug,NULL,Onderrug,Onderrug,,0000000013,Afvinkhokje,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
42,JAMAR (kind)(S);3.Gewrichtspijn;,10000076501000007661,1000007661,1000007650,1000028534,200007606920000761051000028534,2,0,1,0,0,,2000076105,,1000028534,1,V,Ik heb vandaag geen gewrichten met pijn of zwelling,NULL,Ik heb vandaag geen gewrichten met pijn of zwelling,Ik heb vandaag geen gewrichten met pijn of zwelling,,0000000013,Afvinkhokje,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
29,JAMAR (kind)(S);3.Gewrichtspijn;,10000076501000007661,1000007661,1000007650,1000035638,200007606920000863181000035638,2,0,0,0,0,,2000086318,,1000035638,0,V,Heb je VANDAAG PIJN  en/of ZWELLING in een van de onderstaande gewrichten LINKS,NULL,Heb je VANDAAG PIJN  en/of ZWELLING in een van de onderstaande gewrichten LINKS,Heb je VANDAAG PIJN  en/of ZWELLING in een van de onderstaande gewrichten LINKS,,0000000007,Meerkeuzelijst,2000006931,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
38,JAMAR (kind)(S);3.Gewrichtspijn;,10000076501000007661,1000007661,1000007650,1000035639,200007606920000863191000035639,2,0,0,0,0,,2000086319,,1000035639,0,V,Heb je VANDAAG PIJN  en/of ZWELLING in een van de onderstaande gewrichten RECHTS,NULL,Heb je VANDAAG PIJN  en/of ZWELLING in een van de onderstaande gewrichten RECHTS,Heb je VANDAAG PIJN  en/of ZWELLING in een van de onderstaande gewrichten RECHTS,,0000000007,Meerkeuzelijst,2000006933,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
40,JAMAR (kind)(S);3.Gewrichtspijn;,10000076501000007661,1000007661,1000007650,1000035640,200007606920000863201000035640,2,0,0,0,0,,2000086320,,1000035640,0,V,Heb je VANDAAG PIJN  en/of ZWELLING in een van de onderstaande gewrichten,NULL,Heb je VANDAAG PIJN  en/of ZWELLING in een van de onderstaande gewrichten,Heb je VANDAAG PIJN  en/of ZWELLING in een van de onderstaande gewrichten,,0000000007,Meerkeuzelijst,2000006932,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
19,JAMAR (kind)(S);,1000007650,1000007650,1000007650,1000028535,20000760701000028535,1,0,1,0,0,1000028535,2000076070,,1000028535,1,V,Heb je AFGELOPEN WEEK 's ochtends bij het opstaan STIJVE GEWRICHTEN gehad,NULL,Heb je AFGELOPEN WEEK 's ochtends bij het opstaan STIJVE GEWRICHTEN gehad,Heb je AFGELOPEN WEEK 's ochtends bij het opstaan STIJVE GEWRICHTEN gehad,,0000000002,Keuzeselectiegroep,2000005929,KIN,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
20,JAMAR (kind)(S);,1000007650,1000007650,1000007650,1000028536,200007607020000760511000028536,2,0,1,0,0,,2000076051,1000028535,1000028536,0,V,Hoe lang duurde het dan voordat de stijfheid over was,NULL,Hoe lang duurde het dan voordat de stijfheid over was,Hoe lang duurde het dan voordat de stijfheid over was,,0000000002,Keuzeselectiegroep,2000005930,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
43,JAMAR (kind)(S);Heb je de afgelopen week last gehad van;,10000076501000007662,1000007662,1000007650,1000028537,200007607120000761061000028537,2,1,1,0,0,,2000076106,,1000028537,1,V,Heb je de AFGELOPEN WEEK last gehad van koorts boven de 38 graden (door de jeugdreuma),NULL,Heb je de AFGELOPEN WEEK last gehad van koorts boven de 38 graden (door de jeugdreuma),Heb je de AFGELOPEN WEEK last gehad van koorts boven de 38 graden (door de jeugdreuma),,0000000002,Keuzeselectiegroep,2000005929,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
44,JAMAR (kind)(S);Heb je de afgelopen week last gehad van;,10000076501000007662,1000007662,1000007650,1000028538,200007607120000761071000028538,2,1,1,0,0,,2000076107,,1000028538,1,V,Heb je de AFGELOPEN WEEK last gehad van huiduitslag (door de jeugdreuma),NULL,Heb je de AFGELOPEN WEEK last gehad van huiduitslag (door de jeugdreuma),Heb je de AFGELOPEN WEEK last gehad van huiduitslag (door de jeugdreuma),,0000000002,Keuzeselectiegroep,2000005929,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
48,"JAMAR (kind)(S);Als je kijkt naar de problemen die je door je ziekte hebt gehad, zoals pijn, dikke gewrichten,;dan op dit moment;",100000765010000076631000007665,1000007665,1000007650,1000028539,2000076072200007610920000761101000028539,3,1,1,0,0,,2000076110,,1000028539,1,V,"Hoe ERG is je ziekte dan OP DIT MOMENT: links (0) = niet erg, rechts (100) = heel erg",NULL,"Hoe ERG is je ziekte dan OP DIT MOMENT: links (0) = niet erg, rechts (100) = heel erg","Hoe ERG is je ziekte dan OP DIT MOMENT: links (0) = niet erg, rechts (100) = heel erg",,0000000005,Schuifmaat,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
47,"JAMAR (kind)(S);Als je kijkt naar de problemen die je door je ziekte hebt gehad, zoals pijn, dikke gewrichten,;",10000076501000007663,1000007663,1000007650,1000028539,200007607220000863301000028539,2,1,0,0,0,,2000086330,,1000028539,0,V,"Hoe ERG is je ziekte dan OP DIT MOMENT: links (0) = niet erg, rechts (100) = heel erg",NULL,"Hoe ERG is je ziekte dan OP DIT MOMENT: links (0) = niet erg, rechts (100) = heel erg","Hoe ERG is je ziekte dan OP DIT MOMENT: links (0) = niet erg, rechts (100) = heel erg",,0000000005,Schuifmaat,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
49,"JAMAR (kind)(S);Als je kijkt naar de problemen die je door je ziekte hebt gehad, zoals pijn, dikke gewrichten,;",10000076501000007663,1000007663,1000007650,1000035641,200007607220000863311000035641,2,1,1,0,0,,2000086331,,1000035641,1,V,"Kun je in een getal uitdrukken hoe ERG je ziekte OP DIT MOMENT is (0= niet erg, 100= heel erg)",NULL,"Kun je in een getal uitdrukken hoe ERG je ziekte OP DIT MOMENT is (0= niet erg, 100= heel erg)","Kun je in een getal uitdrukken hoe ERG je ziekte OP DIT MOMENT is (0= niet erg, 100= heel erg)",,0000000017,Getal,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
54,JAMAR (kind)(S);,1000007650,1000007650,1000007650,1000028540,20000760731000028540,1,0,1,0,0,,2000076073,,1000028540,1,V,Hoe zou je je ziekte OP DIT MOMENT omschrijven,NULL,Hoe zou je je ziekte OP DIT MOMENT omschrijven,Hoe zou je je ziekte OP DIT MOMENT omschrijven,,0000000002,Keuzeselectiegroep,2000005941,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
58,JAMAR (kind)(S);,1000007650,1000007650,1000007650,1000028541,20000760741000028541,1,0,1,0,0,,2000076074,,1000028541,1,V,"Als je kijkt naar je vorige bezoek bij de dokter, hoe is JE ZIEKTE DAN VERANDERD met nu",NULL,"Als je kijkt naar je vorige bezoek bij de dokter, hoe is JE ZIEKTE DAN VERANDERD met nu","Als je kijkt naar je vorige bezoek bij de dokter, hoe is JE ZIEKTE DAN VERANDERD met nu",,0000000002,Keuzeselectiegroep,2000005942,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
61,JAMAR (kind)(S);Medicatie;,10000076501000007666,1000007666,1000007650,1000028543,20000760750C0000077620000761111000028543,3,1,1,0,0,1000028543,2000076111,1000028542,1000028543,1,V,Welke medicijnen gebruik je op dit moment,NULL,Welke medicijnen gebruik je op dit moment,Welke medicijnen gebruik je op dit moment,,0000000007,Meerkeuzelijst,2000005933,KIN,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
63,JAMAR (kind)(S);Medicatie;,10000076501000007666,1000007666,1000007650,1000028492,20000760750C00000776200007611120000760521000028492,4,1,1,0,0,,2000076052,10000285421000028543,1000028492,1,V,Noteer hier de naam van de andere medicijnen die je gebruikt,NULL,Noteer hier de naam van de andere medicijnen die je gebruikt,Noteer hier de naam van de andere medicijnen die je gebruikt,,0000000001,Memo,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
62,JAMAR (kind)(S);Medicatie;,10000076501000007666,1000007666,1000007650,1000028489,20000760750C00000776200007611120000760531000028489,4,1,1,0,0,,2000076053,10000285421000028543,1000028489,1,V,Welke NSAIDS,NULL,Welke NSAIDS,Welke NSAIDS,,0000000001,Memo,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
67,JAMAR (kind)(S);Medicatie;,10000076501000007666,1000007666,1000007650,1000028490,20000760750C00000776200007611120000760541000028490,4,1,1,0,0,,2000076054,10000285421000028543,1000028490,1,V,Welke steroiden,NULL,Welke steroiden,Welke steroiden,,0000000001,Memo,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
68,JAMAR (kind)(S);Medicatie;,10000076501000007666,1000007666,1000007650,1000028491,20000760750C00000776200007611120000760551000028491,4,1,1,0,0,,2000076055,10000285421000028543,1000028491,1,V,Toedieningswijze Metotrexaat,NULL,Toedieningswijze Metotrexaat,Toedieningswijze Metotrexaat,,0000000007,Meerkeuzelijst,2000005934,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
64,"JAMAR (kind)(S);Medicatie;NSAIDS (bv Ibuprofen, Indometacine, Diclofenac);",100000765010000076661000019554,1000019554,1000007650,1000028489,20000760750C000007762000076111200015986520001594401000028489,5,1,0,0,0,,2000159440,10000285421000028543,1000028489,0,V,Welke NSAIDS,NULL,Welke NSAIDS,Welke NSAIDS,,0000000001,Memo,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
65,"JAMAR (kind)(S);Medicatie;NSAIDS (bv Ibuprofen, Indometacine, Diclofenac);",100000765010000076661000019554,1000019554,1000007650,1000080210,20000760750C000007762000076111200015986520001594411000080210,5,1,0,0,0,,2000159441,10000285421000028543,1000080210,0,V,Laatste innamedatum,NULL,Laatste innamedatum,,,0000000006,Datum,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
66,"JAMAR (kind)(S);Medicatie;NSAIDS (bv Ibuprofen, Indometacine, Diclofenac);",100000765010000076661000019554,1000019554,1000007650,1000080211,20000760750C000007762000076111200015986520001594421000080211,5,1,0,0,0,,2000159442,10000285421000028543,1000080211,0,V,Laatste innametijd,NULL,Laatste innametijd,,,0000000010,Tijd,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
70,"JAMAR (kind)(S);Medicatie;Steroiden (bv Prednison, Prednisolon);",100000765010000076661000019555,1000019555,1000007650,1000080210,20000760750C000007762000076111200015986620001594441000080210,5,1,0,0,0,,2000159444,10000285421000028543,1000080210,0,V,Laatste innamedatum,NULL,Laatste innamedatum,,,0000000006,Datum,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
71,"JAMAR (kind)(S);Medicatie;Steroiden (bv Prednison, Prednisolon);",100000765010000076661000019555,1000019555,1000007650,1000080211,20000760750C000007762000076111200015986620001594451000080211,5,1,0,0,0,,2000159445,10000285421000028543,1000080211,0,V,Laatste innametijd,NULL,Laatste innametijd,,,0000000010,Tijd,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
69,"JAMAR (kind)(S);Medicatie;Steroiden (bv Prednison, Prednisolon);",100000765010000076661000019555,1000019555,1000007650,1000028490,20000760750C000007762000076111200015986620001594461000028490,5,1,0,0,0,,2000159446,10000285421000028543,1000028490,0,V,Welke steroiden,NULL,Welke steroiden,Welke steroiden,,0000000001,Memo,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
72,"JAMAR (kind)(S);Medicatie;Metotrexaat (bv Emthexate, Metoject);",100000765010000076661000019556,1000019556,1000007650,1000028491,20000760750C000007762000076111200015986720001594471000028491,5,1,0,0,0,,2000159447,10000285421000028543,1000028491,0,V,Toedieningswijze Metotrexaat,NULL,Toedieningswijze Metotrexaat,Toedieningswijze Metotrexaat,,0000000007,Meerkeuzelijst,2000005934,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
73,"JAMAR (kind)(S);Medicatie;Metotrexaat (bv Emthexate, Metoject);",100000765010000076661000019556,1000019556,1000007650,1000080210,20000760750C000007762000076111200015986720001594481000080210,5,1,0,0,0,,2000159448,10000285421000028543,1000080210,0,V,Laatste innamedatum,NULL,Laatste innamedatum,,,0000000006,Datum,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
74,"JAMAR (kind)(S);Medicatie;Metotrexaat (bv Emthexate, Metoject);",100000765010000076661000019556,1000019556,1000007650,1000080211,20000760750C000007762000076111200015986720001594491000080211,5,1,0,0,0,,2000159449,10000285421000028543,1000080211,0,V,Laatste innametijd,NULL,Laatste innametijd,,,0000000010,Tijd,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
75,JAMAR (kind)(S);Medicatie;Sulfasalazine (bv Salazopyrine);,100000765010000076661000019557,1000019557,1000007650,1000080210,20000760750C000007762000076111200015986820001594501000080210,5,1,0,0,0,,2000159450,10000285421000028543,1000080210,0,V,Laatste innamedatum,NULL,Laatste innamedatum,,,0000000006,Datum,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
76,JAMAR (kind)(S);Medicatie;Sulfasalazine (bv Salazopyrine);,100000765010000076661000019557,1000019557,1000007650,1000080211,20000760750C000007762000076111200015986820001594511000080211,5,1,0,0,0,,2000159451,10000285421000028543,1000080211,0,V,Laatste innametijd,NULL,Laatste innametijd,,,0000000010,Tijd,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
77,JAMAR (kind)(S);Medicatie;Eternacept (Enbrel);,100000765010000076661000019558,1000019558,1000007650,1000080210,20000760750C000007762000076111200015986920001594521000080210,5,1,0,0,0,,2000159452,10000285421000028543,1000080210,0,V,Laatste innamedatum,NULL,Laatste innamedatum,,,0000000006,Datum,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
78,JAMAR (kind)(S);Medicatie;Eternacept (Enbrel);,100000765010000076661000019558,1000019558,1000007650,1000080211,20000760750C000007762000076111200015986920001594531000080211,5,1,0,0,0,,2000159453,10000285421000028543,1000080211,0,V,Laatste innametijd,NULL,Laatste innametijd,,,0000000010,Tijd,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
79,JAMAR (kind)(S);Medicatie;Goliumumab (Simponi);,100000765010000076661000019559,1000019559,1000007650,1000080210,20000760750C000007762000076111200015987020001594541000080210,5,1,0,0,0,,2000159454,10000285421000028543,1000080210,0,V,Laatste innamedatum,NULL,Laatste innamedatum,,,0000000006,Datum,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
80,JAMAR (kind)(S);Medicatie;Goliumumab (Simponi);,100000765010000076661000019559,1000019559,1000007650,1000080211,20000760750C000007762000076111200015987020001594551000080211,5,1,0,0,0,,2000159455,10000285421000028543,1000080211,0,V,Laatste innametijd,NULL,Laatste innametijd,,,0000000010,Tijd,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
81,JAMAR (kind)(S);Medicatie;Anakinra (Kineret);,100000765010000076661000019561,1000019561,1000007650,1000080210,20000760750C000007762000076111200015987120001594641000080210,5,1,0,0,0,,2000159464,10000285421000028543,1000080210,0,V,Laatste innamedatum,NULL,Laatste innamedatum,,,0000000006,Datum,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
82,JAMAR (kind)(S);Medicatie;Anakinra (Kineret);,100000765010000076661000019561,1000019561,1000007650,1000080211,20000760750C000007762000076111200015987120001594651000080211,5,1,0,0,0,,2000159465,10000285421000028543,1000080211,0,V,Laatste innametijd,NULL,Laatste innametijd,,,0000000010,Tijd,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
83,JAMAR (kind)(S);Medicatie;Tocilizumab (Actemra);,100000765010000076661000019562,1000019562,1000007650,1000080210,20000760750C000007762000076111200015987220001594661000080210,5,1,0,0,0,,2000159466,10000285421000028543,1000080210,0,V,Laatste innamedatum,NULL,Laatste innamedatum,,,0000000006,Datum,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
84,JAMAR (kind)(S);Medicatie;Tocilizumab (Actemra);,100000765010000076661000019562,1000019562,1000007650,1000080211,20000760750C000007762000076111200015987220001594671000080211,5,1,0,0,0,,2000159467,10000285421000028543,1000080211,0,V,Laatste innametijd,NULL,Laatste innametijd,,,0000000010,Tijd,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
85,"JAMAR (kind)(S);Medicatie;Ciclosporine (bv Neoral, Sandimmune);",100000765010000076661000019563,1000019563,1000007650,1000080210,20000760750C000007762000076111200015987320001594681000080210,5,1,0,0,0,,2000159468,10000285421000028543,1000080210,0,V,Laatste innamedatum,NULL,Laatste innamedatum,,,0000000006,Datum,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
86,"JAMAR (kind)(S);Medicatie;Ciclosporine (bv Neoral, Sandimmune);",100000765010000076661000019563,1000019563,1000007650,1000080211,20000760750C000007762000076111200015987320001594691000080211,5,1,0,0,0,,2000159469,10000285421000028543,1000080211,0,V,Laatste innametijd,NULL,Laatste innametijd,,,0000000010,Tijd,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
87,JAMAR (kind)(S);Medicatie;Infliximab (Remicade);,100000765010000076661000019564,1000019564,1000007650,1000080210,20000760750C000007762000076111200015987420001594701000080210,5,1,0,0,0,,2000159470,10000285421000028543,1000080210,0,V,Laatste innamedatum,NULL,Laatste innamedatum,,,0000000006,Datum,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
88,JAMAR (kind)(S);Medicatie;Infliximab (Remicade);,100000765010000076661000019564,1000019564,1000007650,1000080211,20000760750C000007762000076111200015987420001594711000080211,5,1,0,0,0,,2000159471,10000285421000028543,1000080211,0,V,Laatste innametijd,NULL,Laatste innametijd,,,0000000010,Tijd,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
89,JAMAR (kind)(S);Medicatie;Certolizumab (Cimzia);,100000765010000076661000019565,1000019565,1000007650,1000080210,20000760750C000007762000076111200015987520001594721000080210,5,1,0,0,0,,2000159472,10000285421000028543,1000080210,0,V,Laatste innamedatum,NULL,Laatste innamedatum,,,0000000006,Datum,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
90,JAMAR (kind)(S);Medicatie;Certolizumab (Cimzia);,100000765010000076661000019565,1000019565,1000007650,1000080211,20000760750C000007762000076111200015987520001594731000080211,5,1,0,0,0,,2000159473,10000285421000028543,1000080211,0,V,Laatste innametijd,NULL,Laatste innametijd,,,0000000010,Tijd,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
91,JAMAR (kind)(S);Medicatie;Canakinumab (Ilaris);,100000765010000076661000019566,1000019566,1000007650,1000080210,20000760750C000007762000076111200015987620001594741000080210,5,1,0,0,0,,2000159474,10000285421000028543,1000080210,0,V,Laatste innamedatum,NULL,Laatste innamedatum,,,0000000006,Datum,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
92,JAMAR (kind)(S);Medicatie;Canakinumab (Ilaris);,100000765010000076661000019566,1000019566,1000007650,1000080211,20000760750C000007762000076111200015987620001594751000080211,5,1,0,0,0,,2000159475,10000285421000028543,1000080211,0,V,Laatste innametijd,NULL,Laatste innametijd,,,0000000010,Tijd,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
93,JAMAR (kind)(S);Medicatie;Adalimumab (Humira);,100000765010000076661000019567,1000019567,1000007650,1000080210,20000760750C000007762000076111200015987720001594761000080210,5,1,0,0,0,,2000159476,10000285421000028543,1000080210,0,V,Laatste innamedatum,NULL,Laatste innamedatum,,,0000000006,Datum,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
