CODE,SEARCHCODE,OMSCHR,MEMO,SOORT,BEDRIJF
ZH1574,&BSN,Aanvullend - BSN-controle,,A,
000027,&RESVPP,Aanvullend - Researchverpleegkundige Vasculair Prev Prog,"Aanvullende groep bij artsen, zonder Medicatie voorschrijf rechten",A,
ZH1580,DATMANU,ZZZ - Datamanager (UMC),,X,
ZH1581,DATENDO,Datamanager Endocrinologie (B&O),,ZH00000017,
ZH1583,MONENDO,Monitor Endocrinologie (B&O),,ZH00000017,
ZH1584,ONDENDO,Onderzoeksmedewerker Endocrinologie (B&O),,ZH00000017,
ZH1585,RESENDU,Researchverpleegkundige Endocrinologie (UMC),,ZH00000007,
ZH1586,RESENDO,Researchverpleegkundige Endocrinologie (B&O),,ZH00000017,
ZH1295,DBHONCO,Dagbehandeling Verpleegkundige Medische Oncologie (B&O),"Cluster aangemaakt van de verpleegafdeling dagbehandeling en de gespecialiseerd verpleegkundige.
De Dagbehandeling B&O werkt met Agenda en Opname.",ZH00000017,
ZH1300,FUNLONM,Functieafdeling Longgeneeskunde (PMC),,ZH00000024,
ZH1301,&AYA,Aanvullend - Aya overzicht diagnose,"Deze aanvullende groep is aangemaakt, omdat er 7 medewerkers zijn in het gehele ziekenhuis die het overzicht AYA diagnose beschikbaar mag krijgen. ",A,
ZH1331,MAPSB4W,Maps B4-West,,S,
ZH1332,MAPSB4O,Maps B4-Oost,,S,
ZH1335,MPKDBHO,M.a.m. Poli en Kliniek Dagbehandeling Oncologie (B&O),,ZH00000017,
ZH1338,MPKDHSU,M.a.m. Poli en Kliniek Divisie DHS (UMC),Bij de groep SPEKAAUO bij OK > Operatie > Operaties > Standaard werkcontext op Aanvragende afdeling > uitgesloten,ZH00000009,
ZH1339,MPKDIGDU,M.a.m. Poli en Kliniek Divisie Interne Geneeskunde (UMC),,ZH00000007,
ZH1340,MPKGERU,M.a.m. Poli en Kliniek Klinische geriatrie (UMC),,ZH00000007,
ZH1341,MPKGYNU,M.a.m. Poli en Kliniek Gynaecologie (UMC),,ZH00000011,
ZH1342,MPKHEMU,M.a.m. Poli en Kliniek Hematologie VCK (UMC),,ZH00000007,
ZH1351,MPKVICU,M.a.m. Poli en Kliniek IC-centrum (UMC),,ZH00000015,
ZH1353,MPKGOCO,M.a.m. Poli en Kliniek Chirurgische Oncologie (B&O),,ZH00000017,
ZH1368,GVPHRVU,Hartrevalidatieverpleegkundige (UMC),,ZH00000008,
ZH1371,GVPANEU,Gespecialiseerd Verpleegkundige Anesthesiologie (UMC),24 09 15543,ZH00000015,
ZH1373,KLIPLNU+,Planner opname + OK met dossierinzage (UMC),"8/4/24 nav 24 04 0821 het item ""Operaties mogelijk in CMH"" toegevoegd aan profiel.",0000000041,
ZH1375,APOASPW,Apothekersassistente op Apotheek Service Punt (WKZ),Apothekersassistent met medicatieverificatie - Artscode is: Medicatieverificatie UMC Utrecht,ZH00000014,
ZH1376,APOASSW,Apothekersassistente (WKZ),,ZH00000014,
ZH1379,KLIAPSC,Verpleegkundige Acute Pijn Service (CMH),,ZH00000023,
ZH1380,PANEO,Physician assistant Neonatalogie,Op verzoek van AP 2802,FN,
ZH1382,MAPSD5,Maps D5,,S,
ZH1391,MEDADMC,Medische Administratie (CMH),,ZH00000023,
ZH1384,SPEINSU,Internist SEH (UMC),Cluster voor spoedartsen interne geneeskunde ,ZH00000015,
ZH1388,MMBM,Arts Microbioloog (PMC),,ZH00000024,
ZH1392,PATADMC,Patiëntenadministratie (CMH),,ZH00000023,
ZH1487,ONDHEMO,Onderzoeksmedewerker Hematologie oncologie (B&O),,ZH00000017,
ZH1489,MGGZ,MGGZ Groepen,,O,
ZH1410,FUNLONU,Functieafdeling Longgeneeskunde (UMC),,ZH00000008,
ZH1412,SPCKEU,Medewerker Speciaalkeuken,,FN,
ZH1441,SPEPALW,Palliatieve arts (WKZ),,ZH00000012,
ZH1450,MBC650,Magazijn voorraadkast C650,,ZH00000039,
ZH1423,DBCDVFU,DBC key-users Divisie DVF (UMC),,ZH00000015,
ZH1451,MBD160,Magazijn voorraadkast D160,,ZH00000039,
ZH1461,MBI695,Magazijn voorraadkast I695,,ZH00000039,
ZH1468,DBCDLAU,DBC key-user divisle Lab-Apotheek-Genetica,,ZH00000014,
ZH1474,ISO,Information Securtity Officer ,Let op! Onderliggende groepen alleen als inloggroep aanbieden.,FN,
ZH1494, ?VRAAG,HelloID-aanvraag voor het stellen van een Vraag,,A,
ZH1504,MONHERU,Monitor divisie Hersenen (UMC),,ZH00000010,
ZH1505,&SCTM,Aanvullend - Stamceltransplantatie coördinator (PMC),t.b.v. ordersturing SCT coördinatie PMC,A,
ZH1510,AOIC+,Stafadviseur zorgegistratie DIF,"22/1/24 Extra groep aangemaakt wegens de stafadviseur waarvoor geen SC rol beschikbaar voor is. De AOIC+ rol heeft extra menu-items en toevoegen, wijzig en verwijderrechten, waar de AOIC enkel inzage/print rechten heeft",FU,
ZH1524,BDCWKZ,Beddencoördinatie locatie WKZ,,LN,
ZH1534,DBHOBSU,Dagbehandeling Obstetrie (UMC),,ZH00000011,
ZH1543,KSZ308,Dependance Verpleegafdeling Medische Oncologie (B&O),,LU,
ZH1554,&STUD,Aanvullend - Student met supervisie,Lid van &SUPVI en met blokkade op recht voor accorderen van consulten,A,
ZH1420,CALHOS,ZZZ - Calamiteitenhospitaal openstelling (als inloggroep),"Uitreiken als Inloggroep
slapend gemaakt op basis van AP 5151",FN,
ZH1314,SECERGW,Medisch secretaresse / Poli-assistente Ergotherapie (WKZ),,ZH00000010,
ZH1315,SECFYSW,Medisch secretaresse / Poli-assistente Fysiotherapie (WKZ),,ZH00000010,
ZH1316,SECLOGW,Medisch secretaresse / Poli-assistente Logopedie (WKZ),,ZH00000010,
ZH1359,MPKTHUU,M.a.m. Poli Thuisbeademing (UMC),,ZH00000008,
ZH1385,FACMDWM+,Facturatiemedewerker Plus (PMC),,ZH00000024,
ZH1539,PAICK,Physician assistant Intensive Care Kinderen,,FU,
ZH1422,DBCIGDU,DBC key-users Divisie IGD (UMC),,ZH00000007,
ZH1426,CSAIPU,CSA Verpakmedewerker (UMC),,FU,
ZH1542,RESKEYU,Research key-user (UMC),"31/1/24 In overleg met WG Research deze groep aangemaakt. Deze groep heeft dezelfde configuratie als DATMAN, + volledige rechten om trials I,P,W,T,V. Deze groep is niet specialisme gebonden. 
>> Alleen uitreiken na akkoord van, of op verzoek van Werkgroep Research!",0000000041,
ZH1437,HCKDVPL,HCK Dagbehandeling Verpleegkundige,,FU,
ZH1442,GVPPALW,Verpleegkundig consulent palliatieve zorg (WKZ),,ZH00000012,
ZH1443,VPLPALW,Verpleegkundig specialist Palliatieve zorg (WKZ),,ZH00000012,
ZH1466,SPEODOU,Orthodentist (UMC),,ZH00000009,
ZH1545,VPLICKU,Verpleegkundig specialist Intensive Care Kinderen (UMC),,ZH00000012,
ZH1560,&HIXHLPD,Aanvullend - HiX Helpdesk,,ZH00000039,
ZH1575,&OKARTIK,Aanvullend - OK artikelbeheer,,A,
ZH1576,&ARTIKEL,Aanvullend - MAZ  verbruiksartikelen,,A,
ZH1587,FYSTHPVU,Fysiotherapeut (VCK),,ZH00000010,
ZH1591,DBCNCHM,DBC key-users Neurochirurgie (PMC),,,
ZH1402,&+CYTO,Aanvullend - Geeft cytostatica voorschrijfrechten,"Sommige zorginstellingen hebben als beleid dat arts-assistenten geen cytostatica mogen voorschrijven. De artsen die wel cytostatica moeten kunnen voorschrijven, kunnen aanvullend in groep &+CYTO geplaatst worden. Deze aanvullende groep geeft de mogelijkheid om cytostatica voor te schrijven.
Werkt in combinatie met de subgroepen onder BEH",A,
ZH1490,MONOBS,Monitor Obstetrie,,LU,
ZH1491,MONOBSU,Monitor Obstetrie (UMC),,ZH00000011,
ZH1438,HCKDVPLU,HCK Dagbehandeling Verpleegkundige (UMC),,FU,
ZH1452,MBD370,Magazijn voorraadkast D370,,ZH00000039,
ZH1453,MR5807,Magazijn voorraadkast R5807,,ZH00000039,
ZH1456,MBO723,Magazijn voorraadkast O723,,ZH00000039,
ZH1457,MBO722,Magazijn voorraadkast O722,,ZH00000039,
ZH1460,MBM100,Magazijn voorraadkast M100 en M420,,ZH00000039,
ZH1462,MBI741,Magazijn voorraadkast I741,,ZH00000039,
ZH1464,&KEYUSR,Aanvullend - Key-users t.b.v. personalisaties delen,Deze groep geeft de mogelijkheid aan de gebruiker om personalisaties in consult te delen met andere gebruikers via de consult biliotheken. Verder is het ook mogelijk voor gebruikers om de personalisatiewizard te draaien. ,A,
ZH1470,&KLIHVC,Aanvullend - Hoofdverpleegkundige/Teamleider Kliniek (CMH),,ZH00000023,
ZH1481,SEHMND,Spoedeisende Hulp - mandaat LSP,,ZH00000015,
ZH1482,SEHMNDU,Spoedeisende Hulp - mandaat LSP,,FN,
ZH1526,BDCDHL,Beddencoördinatie  dHL,,LN,
ZH1527,BDCDHS,Beddencoördinatie dHS,,FN,
ZH1528,BDCPSY,Beddencoördinatie psychiatrie,,FN,
ZH1529,BDCIGD,Beddencoördinatie dIGD,,FN,
ZH1530,BDCUMC,Beddencoördinatie locatie AZU,,FN,
ZH1536,GVPNEF,Gespecialiseerd verpleegkundige Nefrologie,,LU,
ZH1544,VPLICK,Verpleegkundig specialist Intensive Care Kinderen,,FU,
ZH1558,RESOBS,Researchverpleegkundige Obstetrie,,,
ZH1564,FLWU,Floorwalker (UMC) inloggroep,,LN,
ZH1566,&MEDFOT,Aanvullend - Extra agendra rechten medisch fotograaf,Tijdelijke aanvullende groep enkel voor Rudy Hovig. Na live-gang wordt er gewerkt aan een structurele oplossing om de Medisch fotograaf een eigen agenda te geven zodat de agenda's uit deze aanvullende groep niet meer nodig zijn.,A,
ZH1577,BYWRTH,Groep tbv bijwerken Radiotherapie registraties voor Go-Live,,T,
ZH1589,SPSC,Sedatiepraktijkspecialist (CMH),,ZH00000023,
ZH1593,APOBLSP,Apotheek batchgewijs LSP bevragen,27/2/24 Deze inloggroep is aangemaakt voor de apotheek om op de achtergrond het overzicht Batchgewijs LSP bevragen te kunnen draaien. Dit overzicht kost veel tijd om te draaien. Op deze manier kan de gebruiker ondertussen omloggen naar een andere functionele rol terwijl het LSP op de achtergrond wordt opgehaald.,,
ZH1595,&SECCMD,Aanvullend - Vitality order,,A,
ZH1597,OKMDWU+,OK Medewerker + (UMC),,ZH00000015,
ZH1598,VPLINTM,Verpleegkundig Specialist LATER (PMC),,,
ZH1599,RESGONO,Researchverpleegkundige Gynaecologische Oncologie (B&O),,FU,
ZH1600,FABBEH,Functioneel beheer CS-Behandeling,,FU,
ZH1478,SECADRU,Medisch secretaresse / Poli-assistente ADR (UMC),"Cluster voor secretaresses interne met all, der,reu.",ZH00000007,
ZH1495,MPKHEMO,M.a.m. Poli en Kliniek Hematologie Oncologie (UMC),,ZH00000017,
ZH1496,MPKONCO,M.a.m. Poli en Kliniek Oncologie (B&O),,ZH00000017,
ZH1531,BDCWKZVB,Spoedcoördinatie WKZ dVB,,FN,
ZH1538,GVPNEFU,Gespecialiseerd verpleegkundige Nefrologie (UMC),,ZH00000007,
ZH1540,PAICKU,Physician assistant Intensive Care Kinderen (UMC),,ZH00000012,
ZH1541,RESKEY,Research key-user,"31/1/24 In overleg met WG Research deze groep aangemaakt. Deze groep heeft dezelfde configuratie als DATMAN, + volledige rechten om trials I,P,W,T,V. Deze groep is niet specialisme gebonden.",FN,
ZH1548,MBO731,Magazijn voorraadkast O731,,ZH00000014,
ZH1578,STRLBU,Stralingsbeschermingseenheid,,ZH00000030,
ZH1550,ONDHHO,Onderzoeksmedewerker Hoofd-Hals oncologie (B&O),,ZH00000017,
ZH1551,GVPDECM,Wond- en decubitusverpleegkundige (PMC),,,
ZH1552,KLICAL,Verpleegafdelingen voor calamiteitenhosiptaal,"Bij openstelling calamiteitenhospitaal:: voeg de groepen KLIVPL en KLISEC als Subgroep bij KLICAL.
Na openstelling deze subgroepen weer verwijderen.
Voor verpleegkundigen die uitsluitend bij een openstelling in het calamiteitenhospitaal werken: geef de inloggroep KVCCALU.
",FN,
ZH1553,RESRADU,Researchverpleegkundige Radiologie (UMC),,ZH00000017,
ZH1557,&OKOVZ,Aanvullend - OK Dagoverzicht + Schipholbord OK,Deze aanvullende groep geeft toegang tot het OK Dagoverzicht en Schipholbord en OK Operatielijst,A,
ZH1559,RESOBSU,Researchverpleegkundige Obstetrie (UMC),,,
ZH1561,FUNRTRAU,Functie RTH en Radiologie (UMC),Alle gebruikers met de FUNRTHU moeten ook de RADLABU krijgen.,ZH00000017,
ZH1563,FLW,Floorwalker,,FN,
ZH1567,GVPANEM,Gespecialiseerd Verpleegkundige Anesthesiologie (PMC),t.b.v. VAS-team.,ZH00000024,
ZH1568,VPLPSYMG,Verpleegkundig specialist Psychiatrie (MGGZ),,ZH00000025,
ZH1570,KSB703,Secretaresse Klinische Zorgdag Thuis CTB,,LN,
ZH1571,PTHLPDSK,Patiëntenhelpdesk,,ZH00000018,
ZH1573,PTHLPDSU,Patiëntenhelpdesk (UMC),,ZH00000018,
ZH1579,&LABBMP,Aanvullend - BMP afspraken cytofysiologie,,ZH00000014,
ZH1590,DBCNEUM ,DBC key-users Neurologie (PMC),Aangemaakt op basis van 24 02 10987,,
000002,&VASTEAM,VAS-team (PMC),aanvullende groep t.b.v. VAS-order Maxima,ZH00000024,
000003,OKSHBUF4,OK Schipholbord F4 (UMC),,S,
000005,SECKLGC,Medisch secretaresse/Poli-assistente KlinischeGenetica (CMH),,LN,
000006,SPEKLGM,Klinisch geneticus (PMC),,LN,
000008,VPLKLGM,Verpleegkundig specialist Klinische Genetica (PMC),,LN,
000104,ONDIMMU,Onderzoeksmedewerker Immunologie (UMC),,ZH00000007,
000004,SECKLGM,Medisch secretaresse/Poli-assistente KlinischeGenetica (PMC),,LN,
000007,SPEKLGC,Klinisch geneticus (CMH),,LN,
000009,VPLKLGC,Verpleegkundig specialist Klinische Genetica (CMH),,LN,
000012,MEDFOTM,Medisch Fotograaf (PMC),,ZH00000024,
000013,MEDFOTC,Medisch Fotograaf (CMH),,ZH00000023,
000024,BAPVPK-,Beperkt applicatiebeheer CS-Verpleegkunde - behandelplan,,FN,
000026,KSCKINU,Klinisch Secretaresses Kindergeneeskunde ,Alleen toekennen van inloggroep.,FN,
000029,KSDBHIGD,Dagbehandeling secretaresse dIGD (UMC),,FN,
000030,&BSN+,Aanvullend - BSN-controle en adreswijziging doorvoeren,Alleen uitreiken na toestemming van Centrale inschrijving,A,
000032,KCLANAU+,KCL Analist met patiëntinschrijving (UMC),,ZH00000014,
000033,KCLTIJD,Tijdelijk,,,
000042,RESTRLB,Researchverpleegkundigen Trialbureau Beeld,"15-03-24 aangemaakt, combineert RAD, RTH uitgebreid met administratieve taken (plannen) voor Onderzoeksmedewekers van het Trialbureau Beeld",ZH00000017,
000050,SECKAAU,Medisch secretaresse / Poli-assistente Kaakchirurgie (UMC),,ZH00000009,
000052,&PMCBK,Aanvullend - Dientverlening bij Máxima - behandelkamers,,A,
000056,KVCNEOU,Verpleegkundige Neonatologie (UMC),Alleen toekennen van inloggroep.,LN,
000059,ONDGOCO,Onderzoeksmedewerker Chirurgie Oncologie (B&O),,ZH00000017,
000060,ONDGONO,Onderzoeksmedewerker Gynaecologie Oncologie (B&O),,ZH00000017,
000064,GVPDHSU,Gespecialiseerd verpleegkundige dHS (UMC),Samenvoeging GVP URO/PLA/ORT/CHI (UMC),ZH00000009,
000017,COINF,Coassistent Infectieziekten,,FN,
000020,KVCEIZU,Verpleegkundige Kindergeneeskunde IC (UMC),"bundelgroep van EIZ afdelingen WKZ, met extra Opname Inzien voor WKZ + alle Máxima-afdelingen",LN,
000021,SEMGONO,Semi-arts Gynaecologie oncologie (B&O),,ZH00000017,
000022,&AGRAKU,Aanvullend - Agenda RAKU CCN GE-Oncologie,,A,
000028,OKAGCTC,OK Schipholbord en planningsoverzicht CTC,"Inzien van OK Schipholbord en Planning CTC.
Niet stapelen met andere rechtengroepen.",S,
000031,&LAB,Aanvullend - Labaanvraag,Standaard werkcontext op ordercategorie laboratorium,A,
000034,GVPOOGTU,Teletriage voor oogheelkunde (UMC) - inloggroep,,ZH00000009,
000035,MBA655,Magazijn voorraadkast A655,,ZH00000014,
000037,MONKON,Monitor Kinderoncologie,Bestond nog niet in SC,FN,
000038,MONKONM,Monitor Kindeorncologie (PMC),t.b.v. monitoraccounts PMC.,FU,
000040,RESKNOU,Researchverpleegkundige KNO (UMC),,FU,
000041,GVPSCTO,Gespecialiseerd verpleegkundige SCT (B&O),Groep aangemaakt voor 4 sct-verpleegkundigen.,ZH00000017,
000049,&DOSPRIC,Aanvullend - Mag dossier printen (CMH),"15/3/24 Opsplitsing gemaakt van &DOSPRIN naar &DOSPRIC (voor CMH) en &DOSPRIU (voor UMC). Gezien er extra zaken voor Team Uitlevering Dossier van het UMC uitgereikt werden aan de &DOSPRIN groep wat niet relevant is voor CMH. Waaronder bewerkingsrechten op document en multimedia.
---
Deze aanvullende groep geeft rechten om patiëntendossiers te printen. Is aangemaakt op verzoek van het CMH. Menu-item ""rapport genereren van patiëntgegevens (printsjabloon)"" aan het profiel toegevoegd. Het recht OND_RECHTEN/DOSS_PRINT ""Toevoegen"" op Ja gezet. Dit zorgt ervoor dat het item terug te vinden is in de zoekfunctie.",A,
000071,NZMU+,Nazorgmedewerker Plus (UMC),"Deze plusrol geeft extra rechten op de psychiatrie/GGZ op de correspondentie. Extra rechten op documentcategorie ""KLINGGZ""en ""POLIGGZ"" en inzage in de consulten voor Psychiatrie.",FN,
000054,FCTHKM,AandachtfunctionarisHuiselijkgeweldenKindermishandeling PMC,,ZH00000024,
000055,ONDRTHCO,Medewerker Radiotherapie Cohortpoli (UMC),!! Alleen uitreiken als inloggroep !!,ZH00000017,
000061,ONDPSOM,Onderzoeksmedewerker Psychologie (PMC),,ZH00000024,
000062,&ONDPLU,Aanvullend - Onderzoeksmedewerker plus MDO's,"LET OP: niet zomaar toekennen, eerst laten beoordelen door WG Research.
27/3/24 Aanvullende rol voor de ONDMDW die rechten geeft op het inzien + wijzigen van MDO's.
09/04/24 Radiologieaanvragen toegevoegd",A,
000067,TGNORTU,Technisch geneeskundige Orthopedie (UMC),,ZH00000009,
000069,OKPLANM,OK Planner (PMC),,ZH00000024,
000072,ONDAPO,Onderzoeksmedewerker Apotheek,,FN,
000074,ONDAPOU,Onderzoeksmedewerker Apotheek (UMC),,ZH00000014,
000076,KVCDIGDU,Verpleegkundige Dagbehandeling dIGD (UMC),Alleen toekennen van inloggroep.,FN,
000078,&VPKAAN,Aanvullend - VPK-aandachtspunten wijzigen,Deze groep is gemaakt naar aanleiding van Topdeskmelding 24 03 15406,A,
000081,MONHEMO,Monitor Hematologie oncologie (B&O),,LU,
000089,KVCMODO,Verpleegkundige Medisch oncologische disciplines (B&O),Alleen toekennen van inloggroep.,FN,
000094,TGNNNU,Technisch geneeskundige Neurologie-neurochirurgie (UMC),,ZH00000010,
000093,TGNNN,Technisch geneeskundige Neurologie-neurochirurgie,,FN,
000099,SPEOGKU,ZZZ - Specialist Ouderengeneeskunde (UMC),,X,
000100,SPEMREUU,Reumatologie Multidisciplinair specialisme (UMC),"LET OP: Niet uitreiken!!
Deze groep is alvast klaargezet voor wanneer het multidisciplinair specialisme MREU in gebruik genomen gaat worden",X,
000102,CAKLGU,Coassistent Klinische Genetica weekstage (UMC),"Weekstage Link Rood.
Zie TOPdesk 24 04 13841:  Aanvragen in UMRA voor deze rol worden na 14dagen weer gevolgd met een Ophef-signalering.",ZH00000014,
000106,&DECMDO,Aanvullend - Beheer MDO's,Aanvullende rechten voor MDO beheer.,0000000041,
000137,KVF717,Triage/Spoed OBS (UMC),,LU,
000117,MONONCO+,Monitor Oncologie specialismes (B&O),"W24 09 1865: uitbreiding van rechten op RTH
Incl patiëntselectie Eigen lijsten - inzage
10-5-2024: nog verder uitwerken",ZH00000017,
000138,KSF717,Triage/Spoed OBS (UMC),,LU,
000058,MBE641,Magazijn voorraadkast E641,,ZH00000039,
000066,TGNORT,Technisch geneeskundige Orthopedie,,FN,
000077,&IMPERS,Gebruikers overnemen,Alleen als Inloggroep aanbieden,FN,
000095,AIOSDHSU,Arts in opleiding Heelkunde (UMC),,ZH00000009,
000121,ONDVASU,Onderzoeksmedewerker Vasculaire Geneeskunde,,ZH00000007,
000110,OKMAZ,OK-medewerker algemene zaken,,FN,
000111,OKMAZU,OK-medewerker algemene zaken (UMC),,FN,
000113,&DECRASU,Aanvullend - decentraal rasterbeheer (UMC),,0000000041,
000119,OKSHBU-,OK Schipholbord bezetting (geen operaties/patiënten),"Alleen als Inloggroep aanbieden (blokkeert alle pt-gegevens).
Bij Patient ingesteld: Alleen eigen patiënten.  De naam en het dossier van de patiënt zijn niet zichtbaar. 
",FN,
000122,KVI330-,ZZZ - Verpleegafdeling Papegaai (UMC),,X,
000127,&-WIJZOV,Aanvullend - Blokkeert alle wijzig-rechten door overzichten,,FN,
000131,HNDTHPC,Handtherapeut (CMH),,ZH00000023,
000130,HNDTHP,Handtherapeut,,LU,
000135,MBEDC,Medewerker Bedrijfsvoering (CMH),,ZH00000023,
000136,&PREOPU,Aanvullend - Screenend verpleegkundige,"24 05 4261 - Nieuwe groep aangemaakt voor screenend verpleegkundige met de werksetting preoperatieve screening en Map functionaliteit: Poli Anesthesiologie UMCU
25 01 11669 - Inzien Opnamerechten ",A,
000139,SECDVFU,Medisch secretaresse / Poli-assistente Divisie VF (UMC)  ,"Cluster van alle Divisie VF SEC-rollen + extra agenda's toegevoegd: VAS team; IC nazorg Poli

",ZH00000015,
000141,&DECBHP,Aanvullend - Decentraal Behandelplan,Geeft rechten i.c.m. &DECAB om behandelplandefinities en behandelplansjablonen aan te passen.,A,
000146,&OKPLNC,Aanvullend - Inzage planner OK CMH,"12/7/24 24 06 5988 een aanvullende groep &OKPLNC aangemaakt met een standaard werkcontext op zorginstellingslocatie CMH voor enkel Inzage. Deze rol wordt in combinatie met de KLIPLNU+ gegeven, waarmee er inzage wordt gegeven op de OK's van het CMH.",A,
000153,&-ZINDEX,Aanvullend - Blokkeert Importeren Z-index,"W24 07 1150; Blokkeert de mogelijkheid om de Z-index te importeren voor SYSBH(+) inloggroepen. De SYSBH groep blijft hierbij intact met maximale rechten, waarmee de UITWIJK altijd nog de optie heeft om dit alsnog uit te kunnen voeren naast de inloggroep IMPZINDX.",A,
000154,OVZLIR,Overzicht LIR-brieven versturen,,FN,
000168,TGNCHIU,Technisch geneeskundige Chirurgie (UMC),,ZH00000009,
000169,TGNKNO,Technisch geneeskundige KNO,,FN,
000170,TGNKAA,Technisch geneeskundige Kaakchirurgie,,FN,
000176,MBL510,Magazijn voorraadkast L510,,ZH00000039,
000178,SPEMIMMU,Immunologie Multidisciplinair specialisme (UMC),,X,
000182,DATOBS,Datamanager Obstetrie,,FN,
000183,DATOBSU,Datamanager Obstetrie (UMC),,ZH00000011,
000207,DATGOCO,Datamanager Chirurgie Oncologie (B&O),,ZH00000017,
000075,&2CHECK,Aanvullend - Tweede controle medicatie,Geeft extra rechten om de tweede controle uit te kunnen voeren vanuit de POAPAS inloggroep. Wordt alleen gegeven in combinatie met de POAPAS inloggroep.,A,
000140,ONDB&O,Onderzoeksmedewerker Beeld en Oncologie (B&O),Cluster voor onderzoeksmedewerkers B&O,ZH00000017,
000091,KSDIGDU,Dagbehandeling dIGD D2 West - pilot,,ZH00000007,
000107,&DECRAS,Aanvullend - decentraal rasterbeheer,,FN,
000114,&DECRASG,Aanvullend - decentraal rasterbeheer (UMC/GGZ),,ZH00000010,
000118,OKPLANW+,OK Planner + Receovery (WKZ),"!! LET OP: er is ook een OKPLANU+, zo veel mogelijk gelijke rechten geven !!
OK plannner WKZ + Werklijst recovery WKZ
TOPdesk 24 04 12404",ZH00000015,
000120,ONDVAS,Onderzoeksmedewerker Vasculaire Geneeskunde,,FN,
000143,SECB&OO,Medisch secretaresse / Poli-assistente Divisie B&O (UMC),Clustering van de secretariaat rollen voor B&O + extra agendarechten ingesteld op SECB&OO groep.,ZH00000017,
000148,SECIMMU,Medisch secretaresse / Poli-assistente Immunologie (UMC),,,
000149,MONBARM,Monitor PMC Bartimeus ziekenhuis ,,ZH00000024,
000151,&DECAB+,Aanvullend - Decentraal Agendabeheer PLUS,"Geeft aanvullende rechten op (sub)agenda's en plancombinaties > ziekenhuisbreed.
!! ALLEEEN I.O.M. POLIKLINIEK UITDELEN EN ALLEEN AAN DFB'ers !!",A,
