LIJSTID,CATEGORIE,LIJSTNAAM
CS00058510,VAATC,Bovenarm 2 li extra onderzoeksregel 2
CS00058499,VAATC,Bovenarm 2 re extra onderzoeksregel 1
CS00058500,VAATC,Bovenarm 2 re extra onderzoeksregel 2
CS00029636,VAATC,Bovenste extremiteiten
CS00029680,VAATC,Bovenste extremiteiten
CS00029638,VAATC,Bovenste extremiteiten - Links
CS00029672,VAATC,Bovenste extremiteiten - Links Arterie
CS00029673,VAATC,Bovenste extremiteiten - Links Vene
CS00029637,VAATC,Bovenste extremiteiten - Rechts
CS00029668,VAATC,Bovenste extremiteiten - Rechts Arterie
CS00029671,VAATC,Bovenste extremiteiten - Rechts Vene
CS00046948,VAATC,Bypass extra onderzoeksregel links
CS00046712,VAATC,Bypass extra onderzoeksregel rechts
CS00046947,VAATC,Bypass links
CS00046711,VAATC,Bypass rechts
CS00029820,VAATC,Carotis vertebralis
CS00029821,VAATC,Carotis vertebralis
CS00029823,VAATC,Carotis vertebralis - Links
CS00029822,VAATC,Carotis vertebralis - Rechts
CS00029913,VAATC,CEAP-classificatie - links
CS00029912,VAATC,CEAP-classificatie - rechts
CS00047258,VAATC,cm boven elleboog/pols
CS00057407,VAATC,Cross-over links naar rechts
CS00057396,VAATC,Cross-over rechts naar links
CS00058377,VAATC,Cruraal
CS00046946,VAATC,Cruraal extra onderzoeksregel links
CS00046710,VAATC,Cruraal extra onderzoeksregel rechts
CS00046944,VAATC,Cruraal links
CS00058389,VAATC,Cruraal links
CS00046709,VAATC,Cruraal rechts
CS00058380,VAATC,Cruraal rechts
CS00046069,VAATC,CS-vaatfunctie Aneurysma onderzoeksverslag
CS00046067,VAATC,CS-vaatfunctie Doppler onderzoeksverslag
CS00046300,VAATC,CS-vaatfunctie Drukmeting bovenste extremiteiten vrsl
CS00046317,VAATC,CS-vaatfunctie Duplex bovenste extremiteiten veneus vrsl
CS00046068,VAATC,CS-vaatfunctie Duplex onderzoeksverslag
CS00046306,VAATC,CS-vaatfunctie EAI met looptest en teendruk vrsl
CS00046070,VAATC,CS-vaatfunctie Veneuze ziekten onderzoeksverslag
CS00058502,VAATC,Diep systeem li extra onderzoeksregel 1
CS00058503,VAATC,Diep systeem li extra onderzoeksregel 2
CS00058495,VAATC,Diep systeem re extra onderzoeksregel 1
CS00058496,VAATC,Diep systeem re extra onderzoeksregel 2
CS00059600,VAATC,DIG extra onderzoeksregel 1
CS00059601,VAATC,DIG extra onderzoeksregel 2
CS00046304,VAATC,Dig. shunt antwoorden
CS00046303,VAATC,Dig. shunt herhaalbaar
CS00048180,VAATC,Doorgankelijkheid vena extra onderzoeksregel links
CS00048178,VAATC,Doorgankelijkheid vena extra onderzoeksregel rechts
CS00048179,VAATC,Doorgankelijkheid vena links
CS00048177,VAATC,Doorgankelijkheid vena rechts
CS00029919,VAATC,Doppler
CS00029920,VAATC,Doppler
CS00029921,VAATC,Doppler - algemeen
CS00029923,VAATC,Doppler - links
CS00029922,VAATC,Doppler - rechts
CS00046351,VAATC,Doppler vorm
CS00046356,VAATC,Drukmeting bovenste extremiteiten in rust
CS00050781,VAATC,Drukmeting bovenste extremiteiten/TOS
CS00059129,VAATC,Drukmeting EAI na inspanning
CS00046307,VAATC,Drukmeting EAI rust/inspanning
CS00056179,VAATC,Duplex arteria temporalis
CS00056178,VAATC,Duplex bovenste extremiteiten arterieel
CS00050782,VAATC,Duplex bovenste extremiteiten veneus
CS00056198,VAATC,Duplex carotiden
CS00048484,VAATC,Duplex carotis
CS00048079,VAATC,Duplex carotis links
CS00064573,VAATC,Duplex carotis links extra
CS00064574,VAATC,Duplex carotis links extra
CS00048078,VAATC,Duplex carotis rechts
CS00064570,VAATC,Duplex carotis rechts extra
CS00064572,VAATC,Duplex carotis rechts extra
CS00057395,VAATC,Duplex cross-over
CS00056199,VAATC,Duplex DVT
CS00048522,VAATC,Duplex extra onderzoeksregel links
CS00046376,VAATC,Duplex extra onderzoeksregel rechts
CS00047567,VAATC,Duplex links arteria temporalis
CS00064068,VAATC,Duplex links arteria temporalis aanvulling
CS00047850,VAATC,Duplex links arterieel extra onderzoeksregel
CS00047849,VAATC,Duplex links bovenste extremiteiten arterieel
CS00046319,VAATC,Duplex links bovenste extremiteiten veneus
CS00064156,VAATC,Duplex onderzoek Pedaal
CS00064159,VAATC,Duplex Onderzoek Pedaal
CS00064163,VAATC,Duplex Onderzoek Pedaal Links
CS00064160,VAATC,Duplex Onderzoek Pedaal Rechts
CS00050783,VAATC,Duplex pre-transplantatie bekkenvaten
CS00049870,VAATC,Duplex pre-transplantatie bekkenvaten arterieel links
CS00048068,VAATC,Duplex pre-transplantatie bekkenvaten arterieel rechts
CS00049872,VAATC,Duplex pre-transplantatie bekkenvaten veneus links
CS00048069,VAATC,Duplex pre-transplantatie bekkenvaten veneus rechts
CS00047563,VAATC,Duplex rechts arteria temporalis
CS00064067,VAATC,Duplex rechts arteria temporalis aanvulling
CS00047847,VAATC,Duplex rechts arterieel extra onderzoeksregel
CS00047848,VAATC,Duplex rechts arterieel extra onderzoeksregel
CS00046925,VAATC,Duplex rechts bovenste extremiteiten arterieel
CS00046318,VAATC,Duplex rechts bovenste extremiteiten veneus
CS00050784,VAATC,Duplex shunt
CS00050785,VAATC,Duplex TOS
CS00052081,VAATC,Duplex TOS
CS00050786,VAATC,Duplex veneus onderste extremiteiten
CS00056351,VAATC,Duplex visceraal vaten
CS00046776,VAATC,Duplex viscerale vaten
CS00056200,VAATC,DVT bovenste extremiteiten
CS00046773,VAATC,DVT bovenste extremiteiten links
CS00046772,VAATC,DVT bovenste extremiteiten rechts
CS00048170,VAATC,DVT centraal
CS00048171,VAATC,DVT centraal extra onderzoeksregel
CS00046352,VAATC,EAI met looptest en teendruk
CS00056201,VAATC,Endovasculaire stent
CS00048216,VAATC,Endovasculaire stent arterieel
CS00048221,VAATC,Endovasculaire stent links
CS00052235,VAATC,Endovasculaire stent links
CS00048223,VAATC,Endovasculaire stent links anastomose
CS00048224,VAATC,Endovasculaire stent links anastomose extra
CS00048222,VAATC,Endovasculaire stent links extra
CS00048217,VAATC,Endovasculaire stent rechts
CS00052234,VAATC,Endovasculaire stent rechts
CS00048219,VAATC,Endovasculaire stent rechts anastomose
CS00048220,VAATC,Endovasculaire stent rechts anastomose extra
CS00048218,VAATC,Endovasculaire stent rechts extra
CS00052189,VAATC,Enkel-arm index
CS00059130,VAATC,Enkel-arm index
CS00029888,VAATC,EVAR
CS00029897,VAATC,EVAR
CS00029889,VAATC,EVAR - Centraal
CS00029891,VAATC,EVAR - Links
CS00029890,VAATC,EVAR - Rechts
CS00057403,VAATC,Extra onderzoeksregel
CS00048395,VAATC,Extra onderzoeksregel bovenbeen li
CS00048328,VAATC,Extra onderzoeksregel bovenbeen re
CS00059121,VAATC,Extra onderzoeksregel cran ext VSP/SPJ li 1
CS00059122,VAATC,Extra onderzoeksregel cran ext VSP/SPJ li 2
CS00059119,VAATC,Extra onderzoeksregel cran ext VSP/SPJ re 1
CS00059120,VAATC,Extra onderzoeksregel cran ext VSP/SPJ re 2
CS00048396,VAATC,Extra onderzoeksregel onderbeen li
CS00048338,VAATC,Extra onderzoeksregel onderbeen re
CS00048398,VAATC,Extra onderzoeksregel v. perforant li
CS00048389,VAATC,Extra onderzoeksregel v. perforant re
CS00059117,VAATC,Extra onderzoeksregel VSM li 1
CS00059118,VAATC,Extra onderzoeksregel VSM li 2
CS00059115,VAATC,Extra onderzoeksregel VSM re 1
CS00059116,VAATC,Extra onderzoeksregel VSM re 2
CS00048397,VAATC,Extra onderzoeksregel VSP li
CS00048387,VAATC,Extra onderzoeksregel VSP re
CS00059125,VAATC,Extra onderzoeksvraag iliacaal li 1
CS00059126,VAATC,Extra onderzoeksvraag iliacaal li 2
CS00059123,VAATC,Extra onderzoeksvraag iliacaal re 1
CS00059124,VAATC,Extra onderzoeksvraag iliacaal re 2
CS00059280,VAATC,Extra onderzoeksvraag pre-klemmen li 1
CS00059281,VAATC,Extra onderzoeksvraag pre-klemmen li 2
CS00059278,VAATC,Extra onderzoeksvraag pre-klemmen re 1
CS00059279,VAATC,Extra onderzoeksvraag pre-klemmen re 2
CS00047815,VAATC,Extra veld shunt links
CS00047814,VAATC,Extra veld shunt rechts
CS00029830,VAATC,Femoro distaal
CS00029831,VAATC,Femoro distaal
CS00029833,VAATC,Femoro distaal - Links
CS00029832,VAATC,Femoro distaal - Rechts
CS00050787,VAATC,Femoropopliteaal
CS00046942,VAATC,Femoropopliteaal extra onderzoeksregel links
CS00046708,VAATC,Femoropopliteaal extra onderzoeksregel rechts
CS00046933,VAATC,Femoropopliteaal links
CS00048814,VAATC,Femoropopliteaal links deel 2
CS00046706,VAATC,Femoropopliteaal rechts
CS00048815,VAATC,Femoropopliteaal rechts deel 2
CS00064184,VAATC,Geschiedenis
CS00059127,VAATC,In/bij rust
CS00048533,VAATC,Lengte geschikte vene
CS00057405,VAATC,Links
CS00057408,VAATC,Links
CS00058653,VAATC,Links
CS00048066,VAATC,Links AAA extra regel
CS00048064,VAATC,Links Aneurysma
CS00046353,VAATC,Looptest
CS00059128,VAATC,Na inspanning
CS00048061,VAATC,Nier/aorta
CS00059111,VAATC,Nuchter/niet nuchter
CS00058484,VAATC,Onderzoek
CS00058512,VAATC,Onderzoek
CS00048322,VAATC,Onderzoeksconditie
CS00048532,VAATC,Onderzoeksconditie
CS00029839,VAATC,Overig onderzoek
CS00029840,VAATC,Overig onderzoek
CS00048531,VAATC,Pati
CS00058379,VAATC,Popliteaal en cruraal rechts
CS00058387,VAATC,Popliteaal li extra onderzoeksregel 1
CS00058388,VAATC,Popliteaal li extra onderzoeksregel 2
CS00058386,VAATC,Popliteaal links
CS00058382,VAATC,Popliteaal re extra onderzoeksregel 1
CS00058383,VAATC,Popliteaal re extra onderzoeksregel 2
CS00058381,VAATC,Popliteaal rechts
CS00048011,VAATC,Post-OK links
CS00048009,VAATC,Post-OK rechts
CS00050788,VAATC,Preshunt
CS00046301,VAATC,Provocatie vaatlab
CS00057397,VAATC,Rechts
CS00057410,VAATC,Rechts
CS00058515,VAATC,Rechts
CS00048065,VAATC,Rechts AAA extra regel
CS00048063,VAATC,Rechts Aneurysma
CS00047821,VAATC,Resultaten na provocatietest been links
CS00047820,VAATC,Resultaten na provocatietest been rechts
CS00047828,VAATC,Resultaten na provocatietest linker been
CS00047827,VAATC,Resultaten na provocatietest rechter been
CS00047818,VAATC,Rustmeting been links
CS00047819,VAATC,Rustmeting been rechts
CS00047830,VAATC,Rustmeting linker been
CS00047829,VAATC,Rustmeting rechter been
CS00036551,VAATC,Shunt
CS00056202,VAATC,Shunt been
CS00047813,VAATC,Shunt been links
CS00047812,VAATC,Shunt been rechts
CS00048654,VAATC,Shunt Vene links
CS00048624,VAATC,Shunt vene rechts
CS00048655,VAATC,Shunt Vene rechts
CS00048623,VAATC,Shunte vene links
CS00050789,VAATC,TCD diagnostisch
CS00056236,VAATC,TCD monitoring tijdens CEA
CS00048007,VAATC,TCD monitoring tijdens CEA links
CS00048010,VAATC,TCD monitoring tijdens CEA links extra onderzoeksregel
CS00048006,VAATC,TCD monitoring tijdens CEA rechts
CS00048008,VAATC,TCD monitoring tijdens CEA rechts extra onderzoeksregel
CS00046310,VAATC,Teendrukmeting
CS00029841,VAATC,Temporalis
CS00029842,VAATC,Temporalis
CS00029844,VAATC,Temporalis - Links
CS00029843,VAATC,Temporalis - Rechts
CS00029847,VAATC,TINA
CS00029848,VAATC,TINA
CS00029850,VAATC,TINA - Links
CS00029849,VAATC,TINA - Rechts
CS00029851,VAATC,TOS
CS00029852,VAATC,TOS
CS00047129,VAATC,TOS
CS00029854,VAATC,TOS - Links
CS00029853,VAATC,TOS - Rechts
CS00052125,VAATC,TOS arterieel links
CS00048214,VAATC,TOS arterieel links - oud
CS00052127,VAATC,TOS arterieel links 180 graden
CS00048238,VAATC,TOS arterieel links 180 graden - oud
CS00052126,VAATC,TOS arterieel links 90 graden
CS00048237,VAATC,TOS arterieel links 90 graden - oud
CS00052129,VAATC,TOS arterieel links extra regel
CS00052128,VAATC,TOS arterieel links symptomatische houding
CS00048239,VAATC,TOS arterieel links symptomatische houding - oud
CS00052082,VAATC,TOS arterieel rechts
CS00048212,VAATC,TOS arterieel rechts - oud
CS00052084,VAATC,TOS arterieel rechts 180 graden
CS00048232,VAATC,TOS arterieel rechts 180 graden - oud
CS00052083,VAATC,TOS arterieel rechts 90 graden
CS00048231,VAATC,TOS arterieel rechts 90 graden - oud
CS00052087,VAATC,TOS arterieel rechts extra regel
CS00048233,VAATC,TOS arterieel rechts symptomatische houding - oud
CS00052085,VAATC,TOS atertieel rechts symptomatische houding
CS00052130,VAATC,TOS veneus links
CS00048215,VAATC,TOS veneus links - oud
CS00052132,VAATC,TOS veneus links 180 graden
CS00048241,VAATC,TOS veneus links 180 graden - oud
CS00052131,VAATC,TOS veneus links 90 graden
CS00048240,VAATC,TOS veneus links 90 graden - oud
CS00052134,VAATC,TOS veneus links extra regel
CS00048242,VAATC,TOS veneus links symptomatische houding - oud
CS00052094,VAATC,TOS veneus rechts
CS00048213,VAATC,TOS veneus rechts - oud
CS00052122,VAATC,TOS veneus rechts 180 graden
CS00048235,VAATC,TOS veneus rechts 180 graden - oud
CS00052105,VAATC,TOS veneus rechts 90 graden
CS00048234,VAATC,TOS veneus rechts 90 graden - oud
CS00052124,VAATC,TOS veneus rechts extra regel
CS00052123,VAATC,TOS veneus rechts symptomatische houding
CS00048236,VAATC,TOS veneus rechts symptomatische houding - oud
CS00052133,VAATC,TOS veneus symptomatische houding
CS00048425,VAATC,Totale lengte geschikte vene
CS00058505,VAATC,Totale lengte geschikte vene links
CS00058652,VAATC,Totale lengte geschikte vene links
CS00058490,VAATC,Totale lengte geschikte vene rechts
CS00058520,VAATC,Totale lengte geschikte vene rechts
CS00050790,VAATC,Transcutane zuurstofdrukmeting TcPO2
CS00058400,VAATC,TTP li extra onderzoeksregel 1
CS00058401,VAATC,TTP li extra onderzoeksregel 2
CS00058384,VAATC,TTP re extra onderzoeksregel 1
CS00058385,VAATC,TTP re extra onderzoeksregel 2
CS00029894,VAATC,Type endoleak
CS00048529,VAATC,v. basilica extra onderzoeksregel links
CS00048526,VAATC,v. basilica extra onderzoeksregel rechts
CS00054687,VAATC,v. basilica links
CS00054685,VAATC,v. basilica rechts
CS00054686,VAATC,v. cephalica extra onderzoeksregel links
CS00054684,VAATC,v. cephalica extra onderzoeksregel rechts
CS00048527,VAATC,v. cephalica links
CS00048523,VAATC,v. cephalica rechts
CS00048528,VAATC,v. mediana cubiti links
CS00048524,VAATC,v. mediana cubiti rechts
CS00043144,VAATC,VAA Duplex (hoofdlijst)
CS00036549,VAATC,VAA Shunt
CS00033498,VAATC,VAA veneuze mapping links
CS00033497,VAATC,VAA veneuze mapping rechts
CS00048251,VAATC,Vaat Shunt
CS00029676,VAATC,Vaatcentrum
CS00035686,VAATC,Vaatcentrum
CS00050771,VAATC,Vaatverslagen
CS00048176,VAATC,Vena extra onderzoeksregel links
CS00048174,VAATC,Vena extra onderzoeksregel rechts
CS00048175,VAATC,Vena links
CS00048173,VAATC,Vena rechts
CS00049873,VAATC,Veneus extra onderzoeksregel links
CS00048075,VAATC,Veneus extra onderzoeksregel rechts
CS00048465,VAATC,Veneus li extra onderzoeksregel
CS00054780,VAATC,Veneus li extra onderzoeksregel 2
CS00047257,VAATC,Veneus links
CS00048459,VAATC,Veneus links
CS00058491,VAATC,VENEUS links
CS00058501,VAATC,VENEUS Links - Diep systeem
CS00058504,VAATC,VENEUS Links - Oppervlakkig systeem
CS00054781,VAATC,Veneus links extra
CS00048462,VAATC,Veneus re extra onderzoeksregel
CS00054782,VAATC,Veneus re extra onderzoeksregel 2
CS00047254,VAATC,Veneus rechts
CS00048457,VAATC,Veneus rechts
CS00058487,VAATC,VENEUS rechts
CS00058488,VAATC,VENEUS Rechts - Diep systeem
CS00058489,VAATC,VENEUS Rechts - Oppervlakkig systeem
CS00054783,VAATC,Veneus rechts extra
CS00048391,VAATC,Veneuze insufficiëntie 2 links
CS00048324,VAATC,Veneuze insufficiëntie 2 rechts
CS00048392,VAATC,Veneuze insufficiëntie 3 links
CS00048337,VAATC,Veneuze insufficiëntie 3 rechts
CS00048393,VAATC,Veneuze insufficiëntie 4 links
CS00048386,VAATC,Veneuze insufficiëntie 4 rechts
CS00048394,VAATC,Veneuze insufficiëntie 5 links
CS00048388,VAATC,Veneuze insufficiëntie 5 rechts
CS00048390,VAATC,Veneuze insufficiëntie links
CS00048323,VAATC,Veneuze insufficiëntie rechts
CS00029903,VAATC,Veneuze ziekten
CS00029904,VAATC,Veneuze ziekten
CS00029905,VAATC,Veneuze ziekten - trombose
CS00029916,VAATC,Veneuze ziekten - trombose
CS00029908,VAATC,Veneuze ziekten - trombose - links
CS00029907,VAATC,Veneuze ziekten - trombose - rechts
CS00029906,VAATC,Veneuze ziekten - veneuze insufficiëntie
CS00029917,VAATC,Veneuze ziekten - veneuze insufficiëntie
CS00029911,VAATC,Veneuze ziekten - veneuze insufficiëntie - links
CS00029910,VAATC,Veneuze ziekten - veneuze insufficiëntie - rechts
CS00033499,VAATC,Veneuze ziekten - veneuze mapping
CS00033496,VAATC,Veneuze ziekten - veneuze mapping hoofdlijst
CS00048072,VAATC,Venster TCD
CS00046355,VAATC,Verslag vaatfunctie
CS00062470,VAATC,"VF "
CS00046954,VAATC,VF A. Renalis
CS00047131,VAATC,VF Aneurysma
CS00046554,VAATC,VF Aortoiliacaal
CS00062471,VAATC,VF aortoiliacaal & femoropopliteaal
CS00058376,VAATC,VF Cruraal
CS00046388,VAATC,VF Drukmeting bovenste extremiteiten/TOS
CS00047126,VAATC,VF Drukmeting bovenste extremiteiten/TOS
CS00047561,VAATC,VF Duplex arteria temporalis
CS00046924,VAATC,VF Duplex bovenste extremiteiten arterieel
CS00046393,VAATC,VF Duplex bovenste extremiteiten veneus
CS00048031,VAATC,VF Duplex carotiden
CS00057394,VAATC,VF Duplex cross-over
CS00048054,VAATC,VF Duplex DVT
CS00048055,VAATC,VF Duplex pre-transplantatie bekkenvaten
CS00047249,VAATC,VF Duplex shunt
CS00052080,VAATC,VF Duplex TOS
CS00048057,VAATC,VF Duplex TOS - oud
CS00048058,VAATC,VF Duplex veneus onderste extremiteiten
CS00046775,VAATC,VF Duplex viscerale vaten
CS00046767,VAATC,VF DVT bovenste extremiteiten
CS00046389,VAATC,VF EAI met looptest en teendruk
CS00048059,VAATC,VF Endovasculaire stent
CS00046705,VAATC,VF Femoropopliteaal
CS00052764,VAATC,VF Preshunt
CS00047560,VAATC,VF Preshunt - oud
CS00047811,VAATC,VF Shunt been
CS00048060,VAATC,VF TCD diagnostisch
CS00047896,VAATC,VF TCD monitoring tijdens CEA
CS00047817,VAATC,VF Transcutane zuurstofdrukmeting TcPO2
CS00058483,VAATC,VF Vene mapping bovenste extremiteiten
CS00058511,VAATC,VF Vene mapping onderste extremiteiten
CS00049885,VAATC,Volumeflow links
CS00049884,VAATC,Volumeflow rechts
CS00058654,VAATC,VSM prox bovenbeen li extra onderzoeksregel 1
CS00058655,VAATC,VSM prox bovenbeen li extra onderzoeksregel 2
CS00058521,VAATC,VSM prox bovenbeen re extra onderzoeksregel 1
CS00058522,VAATC,VSM prox bovenbeen re extra onderzoeksregel 2
CS00058656,VAATC,VSP prox li extra onderzoeksregel 1
CS00058657,VAATC,VSP prox li extra onderzoeksregel 2
CS00058523,VAATC,VSP prox re extra onderzoeksregel 1
CS00058524,VAATC,VSP prox re extra onderzoeksregel 2
CS00058485,VAATC,Zijde bovenste extremiteiten
CS00058513,VAATC,Zijde onderste extermiteiten
CS00003769,VAS,1. Algemeen
UU00003769,VAS,1. Algemeen
CS00007289,VAS,1. Medicatie en specialisten
UU00007289,VAS,1. Medicatie en specialisten
CS00007261,VAS,1.08 Medicijngebruik
CS00003801,VAS,10. Kwaliteit van leven
UU00003801,VAS,10. Kwaliteit van leven
CS00003802,VAS,10.03 Wordt u door uw gezondheid op dit moment beperkt bij de volgende dagelijkse bezigheden
UU00003802,VAS,10.03 Wordt u door uw gezondheid op dit moment beperkt bij de volgende dagelijkse bezigheden
CS00003803,VAS,10.04 Had u de afgelopen 4 weken één van de volgende problemen bij uw werk/dagelijkse bezigheden
UU00003803,VAS,10.04 Had u de afgelopen 4 weken één van de volgende problemen bij uw werk/dagelijkse bezigheden
CS00003804,VAS,10.05 Afgelopen 4 wkn tgv emotionele problemen:
UU00003804,VAS,10.05 Afgelopen 4 wkn tgv emotionele problemen:
CS00003805,VAS,10.09 Hoe vaak voelde u zich de afgelopen 4 weken:
UU00003805,VAS,10.09 Hoe vaak voelde u zich de afgelopen 4 weken:
CS00003806,VAS,10.11 Hoe juist of onjuist is elk van de volgende uitspraken voor uzelf
UU00003806,VAS,10.11 Hoe juist of onjuist is elk van de volgende uitspraken voor uzelf
CS00004249,VAS,1e consult NP
1000011101,VAS,1e zwangerschap
CS00007287,VAS,2. Algemeen
UU00007287,VAS,2. Algemeen
CS00003777,VAS,2. Familiaire ziektegeschiedenis
UU00003777,VAS,2. Familiaire ziektegeschiedenis
CS00007263,VAS,2.01 Vader
UU00007263,VAS,2.01 Vader
CS00007264,VAS,2.03 Moeder
UU00007264,VAS,2.03 Moeder
CS00008492,VAS,2.05 Broers
UU00008492,VAS,2.05 Broers
CS00008493,VAS,2.05 Zussen
UU00008493,VAS,2.05 Zussen
1000011102,VAS,2e zwangerschap
CS00003778,VAS,3. Hart
UU00003778,VAS,3. Hart
CS00007288,VAS,3. Medische voorgeschiedenis
UU00007288,VAS,3. Medische voorgeschiedenis
1000011103,VAS,3e zwangerschap
CS00003782,VAS,4. Hersenen
UU00003782,VAS,4. Hersenen
CS00007296,VAS,"4. Roken, alcohol"
UU00007296,VAS,"4. Roken, alcohol"
1000011104,VAS,4e zwangerschap
CS00003783,VAS,5. Benen
UU00003783,VAS,5. Benen
CS00007321,VAS,5. Stress en gezondheid
UU00007321,VAS,5. Stress en gezondheid
CS00007322,VAS,5.07 Afgelopen twee weken last van
UU00007322,VAS,5.07 Afgelopen twee weken last van
1000011105,VAS,5e zwangerschap
CS00003786,VAS,"6. Bloeddruk, suikerziekte, cholesterol"
UU00003786,VAS,"6. Bloeddruk, suikerziekte, cholesterol"
CS00007324,VAS,6. Lichaamsbeweging
UU00007324,VAS,6. Lichaamsbeweging
1000011106,VAS,6e zwangerschap
CS00007328,VAS,7. Kwaliteit van leven
UU00007328,VAS,7. Kwaliteit van leven
CS00003791,VAS,"7. Pilgebruik, menstruatie, zwangerschap"
UU00003791,VAS,"7. Pilgebruik, menstruatie, zwangerschap"
CS00007334,VAS,7.03 Wordt u door uw gezondheid op dit moment beperkt bij de volgende dagelijkse bezigheden
UU00007334,VAS,7.03 Wordt u door uw gezondheid op dit moment beperkt bij de volgende dagelijkse bezigheden
CS00007333,VAS,"7.04 De volgende vragen hebben betrekking op uw lichamelijke gezondheid, de afgelopen 4 weken"
UU00007333,VAS,"7.04 De volgende vragen hebben betrekking op uw lichamelijke gezondheid, de afgelopen 4 weken"
CS00007332,VAS,"7.05 De volgende vragen hebben betrekking op emotionele problemen, de afgelopen 4 weken"
UU00007332,VAS,"7.05 De volgende vragen hebben betrekking op emotionele problemen, de afgelopen 4 weken"
CS00007331,VAS,7.09 De volgende vragen gaan over hoe u zich de afgelopen 4 weken heeft gevoeld
UU00007331,VAS,7.09 De volgende vragen gaan over hoe u zich de afgelopen 4 weken heeft gevoeld
CS00007330,VAS,7.10 Hoe juist/onjuist zijn de volgende uitspraken
UU00007330,VAS,7.10 Hoe juist/onjuist zijn de volgende uitspraken
1000011100,VAS,7.10 Hoe vaak bent u zwanger geweest
CS00003794,VAS,"8. Roken, alcohol, voeding"
UU00003794,VAS,"8. Roken, alcohol, voeding"
CS00003798,VAS,9. Lichaamsbeweging
UU00003798,VAS,9. Lichaamsbeweging
CS00003800,VAS,9.07 Hoeveel tijd besteedt u aan de volgende activiteiten (in een week)
UU00003800,VAS,9.07 Hoeveel tijd besteedt u aan de volgende activiteiten (in een week)
CS00009490,VAS,A.carotis
UU00009490,VAS,A.carotis
1000006986,VAS,Aantekeningen
1000015702,VAS,Aantekeningen belronde
